,Entry_Date,Symbol,Entry_Price,Quantity,CostBasis,Exit_Date,Exit_Price,Net_Proceeds,Cap_Total
570,2017-01-30,NKE,49.5754,7502.0,371914.6508,2017-02-03,49.1817,368961.1134,917752.2443404282
551,2017-01-30,SBUX,49.6562,7490.0,371924.93799999997,2017-01-30,49.5689,371271.061,931864.085971215
554,2017-01-31,EA,82.8248,4500.0,372711.6,2017-01-31,82.4385,370973.25,910043.8677584783
578,2017-01-31,NKE,48.5421,7678.0,372706.2438,2017-02-06,49.5943,380785.0354,919751.9773085683
579,2017-02-01,BAC,20.271,17957.0,364006.347,2017-02-06,20.4035,366385.6495,919751.9773085683
586,2017-02-01,GS,205.7,1769.0,363883.3,2017-02-07,213.845,378291.805,893164.254373162
587,2017-02-01,JPM,72.7459,5003.0,363947.73770000006,2017-02-07,73.7519,368980.75570000004,893164.254373162
582,2017-02-02,BAC,20.0697,17507.0,351360.2379,2017-02-06,20.4035,357204.07450000005,919751.9773085683
569,2017-02-02,EA,81.6977,4300.0,351300.11,2017-02-02,81.5294,350576.42,867088.9873184282
583,2017-02-02,GM,31.4182,11183.0,351349.7306,2017-02-06,32.0693,358630.98189999996,919751.9773085683
592,2017-02-02,JPM,71.7252,4898.0,351310.0296,2017-02-08,73.1045,358065.841,880166.109983142
607,2017-02-06,SNPS,64.94,5652.0,367040.88,2017-02-10,65.29,369019.08,931184.6062542619
618,2017-02-07,LYV,28.73,12805.0,367887.65,2017-02-13,29.01,371473.05000000005,944147.707958262
617,2017-02-07,SNPS,65.3,5634.0,367900.2,2017-02-13,65.98,371731.32,944147.707958262
626,2017-02-08,LYV,28.8,12405.0,357264.0,2017-02-14,29.03,360117.15,939272.1446652617
627,2017-02-08,NKE,49.5387,7211.0,357223.5657,2017-02-14,53.0224,382344.5264,939272.1446652617
628,2017-02-08,SNPS,65.22,5477.0,357209.94,2017-02-14,65.84,360605.68,939272.1446652617
635,2017-02-09,ORCL,36.4627,9655.0,352047.3685,2017-02-15,37.6641,363646.8855,955125.9779644017
634,2017-02-09,VZ,37.2352,9455.0,352058.816,2017-02-15,36.8981,348871.5355,955125.9779644017
642,2017-02-10,ORCL,36.6815,9996.0,366668.274,2017-02-16,37.8304,378152.6784,946512.3780530961
641,2017-02-10,VZ,37.5565,9763.0,366664.1095,2017-02-16,37.1876,363062.53880000004,946512.3780530961
655,2017-02-14,BKNG,1646.18,229.0,376975.22000000003,2017-02-21,1647.0,377163.0,992465.5038973754
665,2017-02-15,BKNG,1631.3,230.0,375199.0,2017-02-22,1651.74,379900.2,958237.2143324327
640,2017-02-15,CVX,87.5126,4293.0,375691.59180000005,2017-02-15,87.7682,376788.88259999995,955125.9779644017
666,2017-02-16,BKNG,1647.45,231.0,380560.95,2017-02-22,1651.74,381551.94,958237.2143324327
657,2017-02-16,XOM,62.1295,6149.0,382034.2955,2017-02-21,61.2095,376377.2155,992465.5038973754
674,2017-02-17,BAC,21.4277,17668.0,378584.60360000003,2017-02-24,21.3836,377805.4448,926298.4855063162
668,2017-02-17,GM,32.0355,11818.0,378595.539,2017-02-22,32.9493,389394.8274,958237.2143324327
671,2017-02-17,OKE,36.6164,10339.0,378576.9596,2017-02-23,37.1668,384267.5452,950101.8250721468
659,2017-02-17,WMB,19.7437,19175.0,378585.4475,2017-02-21,20.3885,390949.4875,992465.5038973754
673,2017-02-21,OKE,36.7792,10393.0,382246.2256,2017-02-23,37.1668,386274.55240000004,950101.8250721468
663,2017-02-21,WMB,20.1167,19002.0,382257.5334,2017-02-21,20.3885,387422.277,992465.5038973754
690,2017-02-27,EA,85.5222,4332.0,370482.1704,2017-03-01,86.7668,375873.77760000003,929619.9428467778
681,2017-02-27,PANW,51.0,7265.0,370515.0,2017-02-28,50.6333,367850.92449999996,899024.5105017782
689,2017-02-27,PSX,62.2132,5955.0,370479.606,2017-03-01,63.1458,376033.239,929619.9428467778
699,2017-02-27,ULTA,277.0,1337.0,370349.0,2017-03-03,278.15,371886.55,911320.5262424974
708,2017-02-28,BX,22.2351,16779.0,373082.7429,2017-03-06,22.0873,370602.80669999996,895212.187910178
693,2017-02-28,CBOE,72.4153,5152.0,373083.6256,2017-03-01,73.2656,377464.37120000005,929619.9428467778
694,2017-02-28,EA,86.0161,4337.0,373051.8257,2017-03-01,86.7668,376307.6116,929619.9428467778
692,2017-02-28,PSX,62.6731,5953.0,373092.9643,2017-03-01,63.1458,375906.9474,929619.9428467778
701,2017-02-28,ULTA,275.35,1354.0,372823.9,2017-03-03,278.15,376615.1,911320.5262424974
730,2017-03-03,BLK,339.108,1069.0,362506.452,2017-03-09,332.423,355360.187,870903.0188028554
716,2017-03-03,BX,22.1627,16363.0,362648.2601,2017-03-07,21.9906,359832.1878,883524.0237034452
728,2017-03-03,LYV,28.22,12850.0,362627.0,2017-03-09,28.39,364811.5,870903.0188028554
729,2017-03-03,MA,107.731,3366.0,362622.546,2017-03-09,107.242,360976.57200000004,870903.0188028554
727,2017-03-03,ORCL,38.9021,9322.0,362645.3762,2017-03-09,38.6031,359858.0982,870903.0188028554
710,2017-03-03,TSLA,16.716,21694.0,362636.90400000004,2017-03-06,16.7473,363315.9262,895212.187910178
721,2017-03-07,NVDA,2.40957,148609.0,358083.78813,2017-03-07,2.43606,362020.44054,883524.0237034452
726,2017-03-07,SBUX,50.3976,7105.0,358074.948,2017-03-08,49.6495,352759.6975,875005.5779370517
746,2017-03-09,CMG,8.1416,42989.0,349999.2424,2017-03-15,8.0192,344737.38879999996,909316.3068866157
766,2017-03-13,LYV,28.26,12322.0,348219.72000000003,2017-03-17,29.25,360418.5,950900.791757626
768,2017-03-13,NKE,53.1404,6552.0,348175.9008,2017-03-17,54.4592,356816.67840000003,950900.791757626
765,2017-03-13,SBUX,48.7384,7144.0,348187.1296,2017-03-17,49.6838,354941.0672,950900.791757626
767,2017-03-13,TSLA,16.2927,21373.0,348223.8771,2017-03-17,17.4333,372601.92089999997,950900.791757626
776,2017-03-14,LYV,28.61,12268.0,350987.48,2017-03-20,29.06,356508.07999999996,958962.5111042559
775,2017-03-14,SBUX,48.651,7214.0,350968.314,2017-03-20,49.7113,358617.31820000004,958962.5111042559
774,2017-03-14,TSLA,16.4073,21393.0,351001.3689,2017-03-20,17.4613,373549.5909,958962.5111042559
764,2017-03-15,GM,32.6089,11126.0,362806.6214,2017-03-16,32.6189,362917.88139999995,943229.569207516
777,2017-03-15,TSLA,17.1333,21176.0,362814.7608,2017-03-20,17.4613,369760.48880000005,958962.5111042559
778,2017-03-17,COP,38.9239,9693.0,377289.36270000006,2017-03-20,38.8312,376390.8216,958962.5111042559
779,2017-03-20,COP,38.4408,9894.0,380333.27520000003,2017-03-20,38.8312,384195.89280000003,958962.5111042559
806,2017-03-21,LYV,29.12,13172.0,383568.64,2017-03-27,29.65,390549.8,963992.3350733183
817,2017-03-22,AMZN,42.0215,8619.0,362183.30850000004,2017-03-28,42.8,368893.19999999995,994481.2237733183
794,2017-03-22,COP,38.1296,9499.0,362193.0704,2017-03-23,37.6628,357758.9372,920090.2176847588
818,2017-03-22,LYV,28.95,12511.0,362193.45,2017-03-28,30.0,375330.0,994481.2237733183
820,2017-03-22,OKE,35.5291,10194.0,362183.6454,2017-03-28,36.0941,367943.25539999997,994481.2237733183
816,2017-03-22,TSLA,16.7707,21597.0,362196.8079,2017-03-28,18.4967,399473.22990000003,994481.2237733183
819,2017-03-22,WMB,20.2467,17889.0,362193.21630000003,2017-03-28,20.3982,364903.3998,994481.2237733183
826,2017-03-23,CRM,82.0,4435.0,363670.0,2017-03-29,82.38,365355.3,1049641.5183372688
825,2017-03-23,LYV,28.95,12564.0,363727.8,2017-03-29,30.07,377799.48,1049641.5183372688
830,2017-03-24,CRM,81.88,4494.0,367968.72,2017-03-30,82.56,371024.64,1014897.9644784991
828,2017-03-27,WMB,20.2632,18692.0,378759.7344,2017-03-29,20.9331,391281.5052,1049641.5183372688
829,2017-03-29,LULU,64.27,6189.0,397767.02999999997,2017-03-29,66.3,410330.69999999995,1049641.5183372688
846,2017-04-03,GOOGL,42.4375,9425.0,399973.4375,2017-04-07,42.105,396839.62499999994,1007152.4508562596
833,2017-04-04,BX,21.9954,18185.0,399986.349,2017-04-04,22.1754,403259.649,1014011.0496830492
865,2017-04-05,SBUX,51.6257,7748.0,399995.92360000004,2017-04-11,51.556,399455.888,1011879.0722463094
876,2017-04-06,BX,22.0365,18151.0,399984.5115,2017-04-12,21.8937,397392.5487,993335.7640931127
879,2017-04-06,COF,76.1791,5250.0,399940.275,2017-04-12,74.8103,392754.075,993335.7640931127
878,2017-04-06,EA,87.42,4575.0,399946.5,2017-04-12,88.8827,406638.3525,993335.7640931127
868,2017-04-06,LULU,49.6,8064.0,399974.4,2017-04-11,51.7,416908.80000000005,1011879.0722463094
880,2017-04-06,LYV,31.34,12763.0,399992.42,2017-04-12,30.92,394631.96,993335.7640931127
877,2017-04-06,MA,108.977,3670.0,399945.59,2017-04-12,108.13,396837.1,993335.7640931127
870,2017-04-06,PRU,81.6327,4899.0,399918.5973,2017-04-11,81.6327,399918.5973,1011879.0722463094
875,2017-04-06,SBUX,51.7778,7725.0,399983.505,2017-04-12,51.2869,396191.30250000005,993335.7640931127
884,2017-04-11,PSX,61.9045,6461.0,399964.9745,2017-04-17,61.2678,395851.2558,993175.7573832674
911,2017-04-13,CMCSA,33.2884,11936.0,397330.3424,2017-04-20,33.8506,404040.7616,1023613.3819759348
923,2017-04-17,BKNG,1743.0,220.0,383460.0,2017-04-21,1752.01,385442.2,1023978.883065105
