Date,Open,High,Low,Close,Volume,Quarter_Sin,Quarter_Cos,Pct_Price,Pct_PriceN,GARCH_Sig,EMA_SHORT,EMA_LONG,DEMA_SHORT,DEMA_LONG,MACD_HIST,RSI,PLUS_DI,MINUS_DI,EPS,Pct_Surprise,Pct_EPS,Pct_EPS_YTY,PCT_REALGDP,INFLATION,FFR,T10Y2Y,Label
2014-12-26,26.7274,26.9663,26.6467,26.8697,8375682.7633735,-1.0,0.0,0.8929141368058557,6.238360898153172,1.515609749464074,26.47254457600653,25.867201325925098,26.874373501089824,26.227317512045907,0.12736349210972495,59.02491924857448,21.473500887411095,30.163541873457117,0.97,2.1053,67.24137931034484,1.041666666666674,2.7,-0.803351756605549,0.12,1.52,1
2014-12-29,26.9803,27.7448,26.9165,27.5616,20904688.358541,-1.0,0.0,2.5750194456953146,5.450107318715536,1.5124353385418623,26.83556305067102,26.028572628217947,27.34546131716954,26.50039464154459,0.18045151859445993,57.11879919458173,31.50562816253123,25.679699350281965,0.97,2.1053,67.24137931034484,1.041666666666674,2.7,-0.803351756605549,0.12,1.5,1
2014-12-30,27.5328,28.0414,27.4123,27.9538,18787830.890634,-1.0,0.0,1.4229943109253629,5.603596456432625,1.5153294478958568,27.208308700447347,26.211927616006715,27.79673797796391,26.80470680749209,0.22738810210736093,61.867187023599016,28.17751283895142,31.29225512643752,0.97,2.1053,67.24137931034484,1.041666666666674,2.7,-0.803351756605549,0.12,1.51,1
2014-12-31,28.0734,28.2416,27.7936,27.8096,15413459.942966,-1.0,0.0,-0.5158511544047784,4.018282944272178,1.5156223984743504,27.408739133631567,26.36408689067274,27.93464560743209,27.038078836238295,0.23325852871961583,59.563104995734896,26.014543074721384,35.423550596243906,0.97,2.1053,67.24137931034484,1.041666666666674,2.7,-0.803351756605549,0.12,1.5,0
2015-01-02,28.0962,28.128,27.4123,27.7548,12246484.571567,0.0,1.0,-0.19705425464587867,4.216372095119003,1.5144685765439103,27.52409275575438,26.49653575822772,27.951599486369936,27.22617268438439,0.21825540208177685,57.60793361461294,22.909408887412567,31.195343409351445,0.97,2.1053,67.24137931034484,1.041666666666674,3.6,-0.543199001688326,0.11,1.46,0
2015-01-05,27.8662,28.0822,27.1415,27.3476,20364668.706551,0.0,1.0,-1.4671336129246093,1.7785833113134863,1.5120906712701105,27.46526183716959,26.577589495539364,27.711045711856762,27.31107152439165,0.1679688324053359,57.79801260982441,19.523949111302027,26.58542174645156,0.97,2.1053,67.24137931034484,1.041666666666674,3.6,-0.543199001688326,0.11,1.36,0
2015-01-06,27.4123,28.0564,27.1624,27.7628,22278569.536946,0.0,1.0,1.518231947227533,0.7300011610356538,1.5130402358823978,27.564441224779728,26.690466686440377,27.794416732977933,27.456220266217173,0.15030420104122866,56.416826256356075,16.90059018800776,23.327361885681164,0.97,2.1053,67.24137931034484,1.041666666666674,3.6,-0.543199001688326,0.11,1.32,1
2015-01-07,28.0654,28.6398,27.914,28.5512,24251272.493831,0.0,1.0,2.8397712046335455,2.137097639676888,1.5132510192770117,27.89336081651982,26.867679382969865,28.26595754981202,27.72083934724698,0.17748655624401288,66.5500506359081,14.751502774346363,31.25885691548747,0.97,2.1053,67.24137931034484,1.041666666666674,3.6,-0.543199001688326,0.11,1.34,1
2015-01-08,28.7264,29.038,28.5203,28.8399,19088820.872819,0.0,1.0,1.0111659054610644,3.70483574017606,1.5151024838296319,28.20887387767988,27.055509917925114,28.667613740648054,27.997358464849636,0.1990589754467722,67.34921816827998,13.621399326099436,37.83617816679832,0.97,2.1053,67.24137931034484,1.041666666666674,3.6,-0.543199001688326,0.11,1.41,1
2015-01-09,28.8478,28.9703,28.2088,28.352,18440628.331504,0.0,1.0,-1.6917534388122046,2.1516998861458303,1.513409578436867,28.256582585119922,27.17898516383701,28.594214965392062,28.14284954783186,0.16596984019456107,68.96139234682478,12.112769084400623,33.64565403295504,0.97,2.1053,67.24137931034484,1.041666666666674,3.6,-0.543199001688326,0.11,1.39,1
2015-01-12,28.5273,28.6318,28.2565,28.5512,13376789.65862,0.0,1.0,0.7025959367945811,4.401117465518012,1.5136764610695805,28.35478839007995,27.309672291090628,28.645347180234726,28.299980801267818,0.14382532669845427,69.05495196781256,11.42358108964339,32.45445514091013,0.97,2.1053,67.24137931034484,1.041666666666674,3.6,-0.543199001688326,0.11,1.36,0
2015-01-13,28.7433,28.9971,27.6264,28.0822,27482525.586915,0.0,1.0,-1.6426630054078295,1.1504603282089798,1.5183596673590138,28.263925593386634,27.383246358605806,28.397056255694274,28.34580678604176,0.08673077210067359,69.27921531503104,14.267694681724615,26.39259512259608,0.97,2.1053,67.24137931034484,1.041666666666674,3.6,-0.543199001688326,0.11,1.37,0
2015-01-14,27.3745,27.5408,26.7583,27.3247,35022800.879826,0.0,1.0,-2.6974382348961323,-4.295791420325601,1.5125197604891123,27.95085039559109,27.37767051492906,27.830887371932484,28.243513709758822,-0.00788587325337653,66.61230578627325,11.895762220213342,22.00495896193479,0.97,2.1053,67.24137931034484,1.041666666666674,3.6,-0.543199001688326,0.11,1.35,0
