Date,Open,High,Low,Close,Volume,Quarter_Sin,Quarter_Cos,Pct_Price,Pct_PriceN,GARCH_Sig,EMA_SHORT,EMA_LONG,DEMA_SHORT,DEMA_LONG,MACD_HIST,RSI,PLUS_DI,MINUS_DI,EPS,Pct_Surprise,Pct_EPS,Pct_EPS_YTY,PCT_REALGDP,INFLATION,FFR,T10Y2Y,Label
2014-12-26,14.7673,15.2333,14.7667,15.188,49893990.0,-1.0,0.0,2.5018053221572245,4.379858013703797,3.4937896788072638,14.808710066079005,14.791711800209352,15.078989164331318,14.331894780179802,0.15813599573563858,38.41030569747249,11.202982506113733,26.937197561195617,0.02,300.0,100.0,100.0,2.7,-0.803351756605549,0.12,1.52,1
2014-12-29,15.1267,15.194,14.9347,15.0473,42172650.0,-1.0,0.0,-0.9263892546747532,2.9276367541537507,3.5534937946876375,14.88824004405267,14.816053533522748,15.12144609486999,14.422052083636702,0.17027998370441044,39.20826161790017,10.631574273714051,28.867870875132652,0.02,300.0,100.0,100.0,2.7,-0.803351756605549,0.12,1.5,0
2014-12-30,14.9327,15.0433,14.76,14.8153,43544730.0,-1.0,0.0,-1.5418048420646868,-0.1664420485175122,3.5388536928226237,14.863926696035115,14.815981768425344,15.003188497901624,14.45943933582127,0.15793336500708455,43.94798780723079,10.006551186722568,27.17074820028501,0.02,300.0,100.0,100.0,2.7,-0.803351756605549,0.12,1.51,0
2014-12-31,14.8727,15.0453,14.8167,14.8273,36028380.0,-1.0,0.0,0.08099734733686415,0.6516736472680584,3.577585432233421,14.851717797356743,14.817059695241978,14.9364197328155,14.495448951910484,0.14609528655330356,44.19654919519821,9.511765074634212,27.04621422685737,0.02,300.0,100.0,100.0,2.7,-0.803351756605549,0.12,1.5,0
2015-01-02,14.858,14.8833,14.2173,14.6207,71461545.0,0.0,1.0,-1.393375732601354,-1.326827424699506,3.511862921551385,14.774711864904496,14.7983587718856,14.779842533575502,14.49045774012038,0.12091300088552326,43.65230651925276,8.212182811434769,23.350918977224854,0.02,300.0,100.0,100.0,3.6,-0.543199001688326,0.11,1.46,0
2015-01-05,14.3,14.4333,13.8107,14.006,80488110.0,0.0,1.0,-4.2043130629860315,-7.782459836713196,3.5539683258588077,14.518474576603,14.722896031706018,14.351070163516004,14.376043095184531,0.06236734789152987,39.53251506206088,6.93794621919381,19.727692837908645,0.02,300.0,100.0,100.0,3.6,-0.543199001688326,0.11,1.36,0
2015-01-06,14.004,14.28,13.614,14.0853,93924045.0,0.0,1.0,0.5661859203198727,-6.393173526147544,3.9244339931288725,14.374083051068668,14.66217260011497,14.166219091987783,14.293413028965533,0.030126553373346354,42.55743358540047,6.080536732523307,17.289693110763153,0.02,300.0,100.0,100.0,3.6,-0.543199001688326,0.11,1.32,0
2015-01-07,14.2233,14.3187,13.9853,14.0633,44514750.0,0.0,1.0,-0.15619120643507456,-5.075833766444148,3.657021003577515,14.270488700712447,14.605137114389734,14.062849827754375,14.219893967693602,0.00952985640819437,47.710430930326226,5.6913737509959,23.31082077808533,0.02,300.0,100.0,100.0,3.6,-0.543199001688326,0.11,1.34,0
2015-01-08,14.1873,14.2533,14.0007,14.0413,51634560.0,0.0,1.0,-0.15643554500011092,-5.301032554814422,3.5537285672595043,14.194092467141632,14.551438341590712,14.004735729455707,14.15430041442843,-0.002710553375478042,45.663360584305096,5.401861785304504,22.435157986839936,0.02,300.0,100.0,100.0,3.6,-0.543199001688326,0.11,1.41,0
2015-01-09,13.928,13.9987,13.664,13.7773,70022775.0,0.0,1.0,-1.8801677907316239,-5.768533654339391,3.511522914043424,14.055161644761089,14.477710880486836,13.836303271383443,14.051689814912692,-0.024509438479248524,47.70234534183032,4.983365768380428,20.697049047789093,0.02,300.0,100.0,100.0,3.6,-0.543199001688326,0.11,1.39,0
