Date,Open,High,Low,Close,Volume,Quarter_Sin,Quarter_Cos,Pct_Price,Pct_PriceN,GARCH_Sig,EMA_SHORT,EMA_LONG,DEMA_SHORT,DEMA_LONG,MACD_HIST,RSI,PLUS_DI,MINUS_DI,EPS,Pct_Surprise,Pct_EPS,Pct_EPS_YTY,PCT_REALGDP,INFLATION,FFR,T10Y2Y,Label
2014-12-26,26.8465,27.1625,26.7745,27.076,22269280.0,-1.0,0.0,0.8548600376212967,5.2271579029186555,1.3738326532296155,26.70265989331676,26.57004786456165,27.023159545315398,26.24530462296546,0.1576265737685688,47.69539078156312,16.98790624257828,20.310283638202886,0.3175,-2.7565,4.4407894736842035,18.249534450651762,2.7,-0.803351756605549,0.12,1.52,1
2014-12-29,27.025,27.1965,26.858,26.8655,44372060.0,-1.0,0.0,-0.7774412764071537,3.3208983924313484,1.3605114995987417,26.75693992887784,26.598186163174827,27.006793053917654,26.329829309999717,0.16233746645529384,45.72279962206555,15.835986560234051,20.605748989853435,0.3175,-2.7565,4.4407894736842035,18.249534450651762,2.7,-0.803351756605549,0.12,1.5,0
2014-12-30,26.7525,26.892,26.6805,26.764,20964220.0,-1.0,0.0,-0.37780796932870286,0.5598346796919174,1.3654183452694386,26.759293285918563,26.613977957158177,26.927430940638917,26.38546671312754,0.15318418129492312,48.32168369306396,15.127600848461418,19.68399914438187,0.3175,-2.7565,4.4407894736842035,18.249534450651762,2.7,-0.803351756605549,0.12,1.51,0
2014-12-31,26.8635,26.92,26.51,26.533,24719900.0,-1.0,0.0,-0.8630996861455631,-1.5052805464298324,1.3447416316536005,26.683862190612377,26.60626577076216,26.745666563555154,26.392539809899947,0.12720740318741378,47.035514018691586,14.401819099423165,17.962413846245106,0.3175,-2.7565,4.4407894736842035,18.249534450651762,2.7,-0.803351756605549,0.12,1.5,0
2015-01-02,26.63,26.79,26.394,26.4775,26553300.0,0.0,1.0,-0.20917348207892816,-1.3744808448028611,1.3637485530306415,26.615074793741584,26.594002364022906,26.61041944445624,26.389535793335863,0.1029577998555633,47.21555088561992,13.171992957085823,16.42853496781375,0.3175,-2.7565,4.4407894736842035,18.249534450651762,3.6,-0.543199001688326,0.11,1.46,0
2015-01-05,26.3575,26.3995,25.8875,25.973,41141780.0,0.0,1.0,-1.905391370031162,-4.073718422218942,1.3393129230891723,26.40104986249439,26.53485928173501,26.25526300880603,26.29635530999578,0.052173167783164054,41.60615742085389,11.548093357349593,14.403154947842367,0.3175,-2.7565,4.4407894736842035,18.249534450651762,3.6,-0.543199001688326,0.11,1.36,0
2015-01-06,26.025,26.0605,25.2775,25.332,54634560.0,0.0,1.0,-2.4679474839256033,-5.708064245966016,1.463528129945746,26.044699908329594,26.420301254903105,25.70994203642749,26.10086420857684,-0.021410916218052717,42.11996471625993,9.779597282218898,12.197429534430524,0.3175,-2.7565,4.4407894736842035,18.249534450651762,3.6,-0.543199001688326,0.11,1.32,0
2015-01-07,25.5475,25.5745,25.1825,25.2575,46916460.0,0.0,1.0,-0.29409442602242875,-5.628829771334621,1.6045353069153827,25.782299938886396,26.309558278245667,25.38419471132286,25.920347781260414,-0.06922634935243988,40.51749703440095,9.015621675679865,11.244574487553855,0.3175,-2.7565,4.4407894736842035,18.249534450651762,3.6,-0.543199001688326,0.11,1.34,0
2015-01-08,25.058,25.375,24.751,25.3455,73243380.0,0.0,1.0,0.3484113629615093,-4.475558738175101,1.4399498989078598,25.636699959257598,26.217743204127032,25.274229821129374,25.782529592175894,-0.08785577610547007,38.8770379399665,7.926218190127378,9.885835281211548,0.3175,-2.7565,4.4407894736842035,18.249534450651762,3.6,-0.543199001688326,0.11,1.41,0
2015-01-09,25.409,25.43,24.9325,25.036,41997240.0,0.0,1.0,-1.221124065415946,-5.444245113775836,1.3670976683909752,25.436466639505067,26.10519623230541,25.061331000917896,25.609603323177673,-0.11238267443388505,39.441953934147485,7.16345487108429,12.445302191228194,0.3175,-2.7565,4.4407894736842035,18.249534450651762,3.6,-0.543199001688326,0.11,1.39,0
